"Ad name",Platform,Placement,"Device platform","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (EGP)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (EGP)","Link clicks",shop_clicks,"CPC (cost per link click) (EGP)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (EGP)","Landing page views","Cost per landing page view (EGP)","Messaging conversations started","Ad ID","Ad set name","Campaign ID","Campaign name","Ad set ID","Reporting starts","Reporting ends",Bid,"Bid type",Objective,"Cost per messaging conversation started (EGP)"
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Facebook,"Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,552,1.806159,27.915,"Using campaign budget",0,55.83,Ongoing,-,-,-,997,55.997994,3,,18.61,0.300903,12,1.203611,4.6525,,,2,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,27.915
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,224,1.09375,,"Using campaign budget",0,4.09,Ongoing,-,-,-,245,16.693878,3,,1.363333,1.22449,3,1.22449,1.363333,,,,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",,,118,1.220339,,"Using campaign budget",0,4.56,Ongoing,-,-,-,144,31.666667,,,,,0,0,0,,,,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Facebook,Feed,Desktop,not_delivering,"7-day click or 1-day view",,,76,1.736842,,"Using campaign budget",0,10.2,Ongoing,-,-,-,132,77.272727,,,,,9,6.818182,1.133333,,,,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",32,actions:onsite_conversion.messaging_conversation_started_7d,5894,1.877333,22.7621875,"Using campaign budget",0,728.39,Ongoing,-,-,-,11065,65.828287,33,,22.072424,0.298238,319,2.882964,2.283354,,,32,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,22.762188
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Facebook,Feed,"Mobile web",not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,152,1.697368,12.25,"Using campaign budget",0,12.25,Ongoing,-,-,-,258,47.48062,1,,12.25,0.387597,8,3.100775,1.53125,,,1,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,12.25
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Facebook,"In-stream reels",In-app,not_delivering,"7-day click or 1-day view",,,25,1,,"Using campaign budget",0,0.1,Ongoing,-,-,-,25,4,,,,,0,0,0,,,,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Facebook,Marketplace,In-app,not_delivering,"7-day click or 1-day view",,,2,2,,"Using campaign budget",0,0.03,Ongoing,-,-,-,4,7.5,,,,,0,0,0,,,,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Facebook,"Search results",In-app,not_delivering,"7-day click or 1-day view",,,27,1,,"Using campaign budget",0,4.76,Ongoing,-,-,-,27,176.296296,,,,,0,0,0,,,,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Instagram,Feed,In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,134,1.425373,14.48,"Using campaign budget",0,14.48,Ongoing,-,-,-,191,75.811518,1,,14.48,0.52356,2,1.04712,7.24,,,1,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,14.48
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Instagram,Explore,In-app,not_delivering,"7-day click or 1-day view",,,2,1,,"Using campaign budget",0,0.02,Ongoing,-,-,-,2,10,,,,,0,0,0,,,,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Instagram,"Instagram Reels",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,246,1.585366,16.01,"Using campaign budget",0,16.01,Ongoing,-,-,-,390,41.051282,3,,5.336667,0.769231,5,1.282051,3.202,,,1,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,16.01
"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",Instagram,"Instagram Stories",In-app,not_delivering,"7-day click or 1-day view",,,64,1.296875,,"Using campaign budget",0,6.71,Ongoing,-,-,-,83,80.843373,,,,,1,1.204819,6.71,,,,120238236341430517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340540517,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",120238236340780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Facebook,"Facebook profile feed",In-app,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,787,1,7.13545805,"Using campaign budget",0,14.270916,Ongoing,-,-,-,787,18.133311,3,,4.756972,0.381194,28,3.557814,0.509676,,,2,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,7.135458
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Facebook,"Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",18,actions:onsite_conversion.messaging_conversation_started_7d,5040,1.574008,13.594206,"Using campaign budget",0,244.695708,Ongoing,-,-,-,7933,30.845293,53,,4.6169,0.668095,117,1.474852,2.091416,,,18,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,13.594206
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,158,1,,"Using campaign budget",0,2.780178,Ongoing,-,-,-,158,17.596066,,,,,0,0,0,,,,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",10,actions:onsite_conversion.messaging_conversation_started_7d,1888,1.325742,6.85544008,"Using campaign budget",0,68.554401,Ongoing,-,-,-,2503,27.388894,16,,4.28465,0.639233,17,0.679185,4.032612,,,10,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,6.85544
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",165,actions:onsite_conversion.messaging_conversation_started_7d,52194,2.027359,12.97077204,"Using campaign budget",0,2140.177386,Ongoing,-,-,-,105816,20.225461,523,,4.092117,0.494254,4082,3.85764,0.524296,,,165,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,12.970772
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Facebook,Feed,"Mobile web",not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,1568,2.050383,31.07199463,"Using campaign budget",0,62.143989,Ongoing,-,-,-,3215,19.32939,8,,7.767999,0.248834,98,3.048212,0.634122,,,2,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,31.071995
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Facebook,"In-stream reels",In-app,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,2064,1.369671,9.77312737,"Using campaign budget",0,39.092509,Ongoing,-,-,-,2827,13.828267,21,,1.861548,0.742837,21,0.742837,1.861548,,,4,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,9.773127
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Facebook,Marketplace,In-app,not_delivering,"7-day click or 1-day view",,,26,1,,"Using campaign budget",0,0.750048,Ongoing,-,-,-,26,28.848006,,,,,0,0,0,,,,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Facebook,"Search results",In-app,not_delivering,"7-day click or 1-day view",,,219,1,,"Using campaign budget",0,5.910379,Ongoing,-,-,-,219,26.988034,,,,,0,0,0,,,,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Instagram,Feed,In-app,not_delivering,"7-day click or 1-day view",6,actions:onsite_conversion.messaging_conversation_started_7d,2272,1.5,28.72851086,"Using campaign budget",0,172.371065,Ongoing,-,-,-,3408,50.578364,21,,8.208146,0.616197,26,0.762911,6.629656,,,6,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,28.728511
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Instagram,Explore,In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.350022,Ongoing,-,-,-,20,17.501123,,,,,0,0,0,,,,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Instagram,"Explore home",In-app,not_delivering,"7-day click or 1-day view",,,39,1,,"Using campaign budget",0,0.290019,Ongoing,-,-,-,39,7.436375,,,,,0,0,0,,,,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Instagram,"Instagram Reels",In-app,not_delivering,"7-day click or 1-day view",6,actions:onsite_conversion.messaging_conversation_started_7d,3152,1.488261,23.4665064,"Using campaign budget",0,140.799038,Ongoing,-,-,-,4691,30.014717,30,,4.693301,0.639522,35,0.74611,4.02283,,,6,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,23.466506
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",Instagram,"Instagram Stories",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,912,1.246711,33.60215705,"Using campaign budget",0,33.602157,Ongoing,-,-,-,1137,29.553348,3,,11.200719,0.263852,6,0.527704,5.60036,,,1,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,33.602157
"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",WhatsApp,Status,In-app,not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.messaging_conversation_started_7d,1835,1,11.33406091,"Using campaign budget",0,34.002183,Ongoing,-,-,-,1835,18.5298,3,,11.334061,0.163488,4,0.217984,8.500546,,,3,120238883985510517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982520517,"Post: ‎""‎مطلوب مهندسين طموحين!‎""‎",120238883982770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,11.334061
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Facebook,"Facebook notifications",In-app,not_delivering,"7-day click or 1-day view",,,1,1,,"Using campaign budget",0,0.09,Ongoing,-,-,-,1,90,,,,,0,0,0,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Facebook,"Facebook profile feed",In-app,not_delivering,"7-day click or 1-day view",,,3,1,,"Using campaign budget",0,0.05,Ongoing,-,-,-,3,16.666667,,,,,0,0,0,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Facebook,"Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,1662,1.275572,49.67,"Using campaign budget",0,99.34,Ongoing,-,-,-,2120,46.858491,18,,5.518889,0.849057,26,1.226415,3.820769,,,2,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,49.67
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,58,1.086207,,"Using campaign budget",0,0.93,Ongoing,-,-,-,63,14.761905,,,,,0,0,0,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",,,88,1.034091,,"Using campaign budget",0,5.27,Ongoing,-,-,-,91,57.912088,,,,,0,0,0,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Facebook,Feed,Desktop,not_delivering,"7-day click or 1-day view",,,5,1,,"Using campaign budget",0,0.2,Ongoing,-,-,-,5,40,,,,,0,0,0,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,1364,1.264663,37.97,"Using campaign budget",0,151.88,Ongoing,-,-,-,1725,88.046377,7,,21.697143,0.405797,55,3.188406,2.761455,,,4,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,37.97
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Facebook,Feed,"Mobile web",not_delivering,"7-day click or 1-day view",,,66,1.212121,,"Using campaign budget",0,4.17,Ongoing,-,-,-,80,52.125,,,,,3,3.75,1.39,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Facebook,"In-stream reels",In-app,not_delivering,"7-day click or 1-day view",,,317,1.069401,,"Using campaign budget",0,2.8,Ongoing,-,-,-,339,8.259587,7,,0.4,2.064897,7,2.064897,0.4,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Facebook,Marketplace,In-app,not_delivering,"7-day click or 1-day view",,,6,1.166667,,"Using campaign budget",0,0.3,Ongoing,-,-,-,7,42.857143,,,,,0,0,0,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Facebook,"Search results",In-app,not_delivering,"7-day click or 1-day view",,,3,1,,"Using campaign budget",0,0.41,Ongoing,-,-,-,3,136.666667,,,,,0,0,0,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Instagram,Feed,In-app,not_delivering,"7-day click or 1-day view",,,39,1.076923,,"Using campaign budget",0,3.71,Ongoing,-,-,-,42,88.333333,,,,,0,0,0,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Instagram,"Instagram Reels",In-app,not_delivering,"7-day click or 1-day view",,,249,1.24498,,"Using campaign budget",0,14.82,Ongoing,-,-,-,310,47.806452,,,,,0,0,0,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",Instagram,"Instagram Stories",In-app,not_delivering,"7-day click or 1-day view",,,39,1.153846,,"Using campaign budget",0,2.82,Ongoing,-,-,-,45,62.666667,,,,,1,2.222222,2.82,,,,120239019502160517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498070517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239019498340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",Facebook,"Facebook profile feed",In-app,not_delivering,"7-day click or 1-day view",,,52,1.038462,,"Using campaign budget",0,0.57,Ongoing,-,-,-,54,10.555556,,,,,0,0,0,,,,120243228740780517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739110517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739560517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",Facebook,"Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",3,actions:post_engagement,2347,1.119727,11.54,"Using campaign budget",0,34.62,Ongoing,-,-,-,2628,13.173516,,,,,5,0.190259,6.924,,,,120243228740780517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739110517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739560517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,300,1.013333,,"Using campaign budget",0,2.37,Ongoing,-,-,-,304,7.796053,,,,,0,0,0,,,,120243228740780517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739110517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739560517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",2,actions:post_engagement,985,1.005076,6.55,"Using campaign budget",0,13.1,Ongoing,-,-,-,990,13.232323,,,,,2,0.20202,6.55,,,,120243228740780517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739110517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739560517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",Facebook,Feed,Desktop,not_delivering,"7-day click or 1-day view",,,1,1,,"Using campaign budget",0,0.03,Ongoing,-,-,-,1,30,,,,,0,0,0,,,,120243228740780517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739110517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739560517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",7,actions:post_engagement,434,1.032258,2.15,"Using campaign budget",0,15.05,Ongoing,-,-,-,448,33.59375,,,,,6,1.339286,2.508333,,,,120243228740780517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739110517,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",120243228739560517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
