"Ad name",Age,Gender,"Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (EGP)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (EGP)","Link clicks",shop_clicks,"CPC (cost per link click) (EGP)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (EGP)","Landing page views","Cost per landing page view (EGP)","Messaging conversations started","Ad ID","Ad set name","Campaign ID","Campaign name","Ad set ID","Reporting starts","Reporting ends",Bid,"Bid type",Objective,"Cost per messaging conversation started (EGP)"
"منشور Instagram: ‏لو انت طالب أو مهندس وعايز...",35-44,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,2.87,2025-02-17,-,-,-,24,119.583333,,,,,1,4.166667,2.87,,,,120215944354410517,"Instagram Post",120215944353120517,"منشور Instagram: ‏لو انت طالب أو مهندس وعايز...",120215944353220517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"منشور Instagram: ‏لو انت طالب أو مهندس وعايز...",65+,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.15,2025-02-17,-,-,-,2,75,,,,,0,0,0,,,,120215944354410517,"Instagram Post",120215944353120517,"منشور Instagram: ‏لو انت طالب أو مهندس وعايز...",120215944353220517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",18-24,female,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,40.01,"Using campaign budget",0,80.02,2025-02-16,-,-,-,1257,63.659507,4,,20.005,0.318218,24,1.909308,3.334167,,,2,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,40.01
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",18-24,male,not_delivering,"7-day click or 1-day view",7,actions:onsite_conversion.messaging_conversation_started_7d,0,0,22.31714286,"Using campaign budget",0,156.22,2025-02-16,-,-,-,4473,34.925106,26,,6.008462,0.581265,141,3.152247,1.107943,,,7,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,22.317143
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.52,2025-02-16,-,-,-,19,27.368421,,,,,0,0,0,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",25-34,female,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,22.845,"Using campaign budget",0,45.69,2025-02-16,-,-,-,838,54.522673,4,,11.4225,0.477327,34,4.057279,1.343824,,,2,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,22.845
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",25-34,male,not_delivering,"7-day click or 1-day view",16,actions:onsite_conversion.messaging_conversation_started_7d,0,0,17.1225,"Using campaign budget",0,273.96,2025-02-16,-,-,-,6468,42.356215,30,,9.132,0.463822,255,3.942486,1.074353,,,16,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,17.1225
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.25,2025-02-16,-,-,-,14,17.857143,,,,,0,0,0,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",35-44,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,18.18,2025-02-16,-,-,-,275,66.109091,,,,,9,3.272727,2.02,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",35-44,male,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,46.76,"Using campaign budget",0,93.52,2025-02-16,-,-,-,2205,42.412698,7,,13.36,0.31746,79,3.582766,1.183797,,,2,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,46.76
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",35-44,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,1.37,2025-02-16,-,-,-,10,137,,,,,0,0,0,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",45-54,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,5.66,2025-02-16,-,-,-,64,88.4375,,,,,6,9.375,0.943333,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",45-54,male,not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.messaging_conversation_started_7d,0,0,21.35333333,"Using campaign budget",0,64.06,2025-02-16,-,-,-,705,90.865248,3,,21.353333,0.425532,31,4.397163,2.066452,,,3,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,21.353333
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",45-54,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,3.53,2025-02-16,-,-,-,3,1176.666667,,,,,0,0,0,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",55-64,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.73,2025-02-16,-,-,-,20,36.5,,,,,1,5,0.73,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",55-64,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,9.32,2025-02-16,-,-,-,251,37.131474,,,,,10,3.984064,0.932,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",55-64,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0,2025-02-16,-,-,-,3,0,,,,,0,0,0,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",65+,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.48,2025-02-16,-,-,-,22,21.818182,,,,,1,4.545455,0.48,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",65+,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,4.87,2025-02-16,-,-,-,149,32.684564,,,,,8,5.369128,0.60875,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"New Engagement Ad with recommended settings",18-24,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,41.7,Ongoing,-,-,-,547,76.234004,3,,13.9,0.548446,7,1.279708,5.957143,,,,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",18-24,male,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,0,0,17.19,"Using campaign budget",0,68.76,Ongoing,-,-,-,1780,38.629213,9,,7.64,0.505618,39,2.191011,1.763077,,,4,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,17.19
"New Engagement Ad with recommended settings",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.08,Ongoing,-,-,-,4,20,,,,,0,0,0,,,,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",25-34,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,13.06,Ongoing,-,-,-,160,81.625,,,,,2,1.25,6.53,,,,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",25-34,male,not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.messaging_conversation_started_7d,0,0,18.08666667,"Using campaign budget",0,54.26,Ongoing,-,-,-,955,56.816754,4,,13.565,0.418848,29,3.036649,1.871034,,,3,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,18.086667
"New Engagement Ad with recommended settings",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,1,0,,,,,0,0,0,,,,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",35-44,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,1.91,Ongoing,-,-,-,17,112.352941,,,,,0,0,0,,,,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",35-44,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,6.31,Ongoing,-,-,-,64,98.59375,,,,,0,0,0,,,,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",35-44,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.29,Ongoing,-,-,-,3,96.666667,,,,,0,0,0,,,,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",45-54,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.44,Ongoing,-,-,-,4,110,,,,,0,0,0,,,,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",45-54,male,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,29.51,"Using campaign budget",0,29.51,Ongoing,-,-,-,18,1639.444444,1,,29.51,5.555556,2,11.111111,14.755,,,1,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,29.51
"New Engagement Ad with recommended settings",55-64,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.03,Ongoing,-,-,-,2,15,,,,,0,0,0,,,,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",55-64,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,2.6,Ongoing,-,-,-,16,162.5,,,,,2,12.5,1.3,,,,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",65+,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.6,Ongoing,-,-,-,6,100,,,,,2,33.333333,0.3,,,,120217514207490517,"New Engagement Ad set with recommended settings",120217514207500517,"Ramadan 2025",120217514207480517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",18-24,female,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,28.87,Ongoing,-,-,-,578,49.948097,,,,,5,0.865052,5.774,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",18-24,male,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,49.36,Ongoing,-,-,-,1778,27.76153,3,,16.453333,0.168729,12,0.674916,4.113333,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.55,Ongoing,-,-,-,13,42.307692,,,,,0,0,0,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",25-34,female,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,18.25,Ongoing,-,-,-,273,66.849817,,,,,5,1.831502,3.65,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",25-34,male,not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.messaging_conversation_started_7d,0,0,21.49,250,Daily,64.47,Ongoing,-,-,-,1213,53.149217,3,,21.49,0.247321,20,1.648805,3.2235,,,3,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,21.49
"New Engagement Ad with recommended settings",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0,Ongoing,-,-,-,4,0,,,,,0,0,0,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",35-44,female,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,1.5,Ongoing,-,-,-,36,41.666667,,,,,0,0,0,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",35-44,male,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,7.58,Ongoing,-,-,-,95,79.789474,,,,,1,1.052632,7.58,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",45-54,female,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.83,Ongoing,-,-,-,5,166,,,,,0,0,0,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",45-54,male,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,1.32,Ongoing,-,-,-,18,73.333333,,,,,0,0,0,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",45-54,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.3,Ongoing,-,-,-,4,75,,,,,1,25,0.3,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",55-64,female,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.06,Ongoing,-,-,-,3,20,,,,,0,0,0,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",55-64,male,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.69,Ongoing,-,-,-,11,62.727273,,,,,0,0,0,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",65+,female,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0,Ongoing,-,-,-,1,0,,,,,0,0,0,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",65+,male,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.23,Ongoing,-,-,-,10,23,,,,,0,0,0,,,,120217545871690517,"new campaign in Ramadan",120217545871700517,"New Ramadan 4-3-2025",120217545871680517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",18-24,female,not_delivering,"7-day click or 1-day view",8,actions:onsite_conversion.messaging_conversation_started_7d,0,0,23.8475,"Using campaign budget",0,190.78,2025-03-11,-,-,-,4552,41.911248,14,,13.627143,0.307557,96,2.108963,1.987292,,,8,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,23.8475
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",18-24,male,not_delivering,"7-day click or 1-day view",14,actions:onsite_conversion.messaging_conversation_started_7d,0,0,24.91214286,"Using campaign budget",0,348.77,2025-03-11,-,-,-,10993,31.726553,34,,10.257941,0.309288,192,1.746566,1.81651,,,14,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,24.912143
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,2.13,2025-03-11,-,-,-,48,44.375,,,,,2,4.166667,1.065,,,,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",25-34,female,not_delivering,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,0,0,27.936,"Using campaign budget",0,139.68,2025-03-11,-,-,-,2260,61.80531,12,,11.64,0.530973,90,3.982301,1.552,,,5,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,27.936
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",25-34,male,not_delivering,"7-day click or 1-day view",14,actions:onsite_conversion.messaging_conversation_started_7d,0,0,27.93928571,"Using campaign budget",0,391.15,2025-03-11,-,-,-,10539,37.114527,31,,12.617742,0.294146,300,2.84657,1.303833,,,14,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,27.939286
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,6.67,2025-03-11,-,-,-,27,247.037037,,,,,2,7.407407,3.335,,,,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",35-44,female,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,23.815,"Using campaign budget",0,47.63,2025-03-11,-,-,-,656,72.606707,2,,23.815,0.304878,32,4.878049,1.488438,,,2,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,23.815
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",35-44,male,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,0,0,29.51,"Using campaign budget",0,118.04,2025-03-11,-,-,-,2680,44.044776,11,,10.730909,0.410448,115,4.291045,1.026435,,,4,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,29.51
