"Ad name",Age,Gender,"Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (EGP)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (EGP)","Link clicks",shop_clicks,"CPC (cost per link click) (EGP)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (EGP)","Landing page views","Cost per landing page view (EGP)","Messaging conversations started","Ad ID","Ad set name","Campaign ID","Campaign name","Ad set ID","Reporting starts","Reporting ends",Bid,"Bid type",Objective,"Cost per messaging conversation started (EGP)"
"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.54,2024-06-02,-,-,-,26,20.769231,1,,0.54,3.846154,3,11.538462,0.18,,,,120209506729960517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729590517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729650517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",25-34,female,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,21.53,"Using campaign budget",0,21.53,2024-06-02,-,-,-,1084,19.861624,,,,,47,4.335793,0.458085,,,1,120209506729960517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729590517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729650517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,21.53
"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",25-34,male,not_delivering,"7-day click or 1-day view",6,actions:onsite_conversion.messaging_conversation_started_7d,0,0,21.865,"Using campaign budget",0,131.19,2024-06-02,-,-,-,8552,15.340271,15,,8.746,0.175398,453,5.297007,0.289603,,,6,120209506729960517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729590517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729650517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,21.865
"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.36,2024-06-02,-,-,-,19,18.947368,,,,,2,10.526316,0.18,,,,120209506729960517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729590517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729650517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"New Engagement Ad with recommended settings",18-24,female,not_delivering,"7-day click or 1-day view",6,actions:onsite_conversion.messaging_conversation_started_7d,0,0,23.09333333,250,Daily,138.56,Ongoing,-,-,-,6786,20.418509,13,,10.658462,0.191571,167,2.460949,0.829701,,,6,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,23.093333
"New Engagement Ad with recommended settings",18-24,male,not_delivering,"7-day click or 1-day view",12,actions:onsite_conversion.messaging_conversation_started_7d,0,0,26.47166667,250,Daily,317.66,Ongoing,-,-,-,22584,14.06571,45,,7.059111,0.199256,674,2.984414,0.471306,,,12,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,26.471667
"New Engagement Ad with recommended settings",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.86,Ongoing,-,-,-,50,17.2,2,,0.43,4,3,6,0.286667,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",25-34,female,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,47.19,250,Daily,47.19,Ongoing,-,-,-,1955,24.138107,1,,47.19,0.051151,45,2.30179,1.048667,,,1,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,47.19
"New Engagement Ad with recommended settings",25-34,male,not_delivering,"7-day click or 1-day view",9,actions:onsite_conversion.messaging_conversation_started_7d,0,0,23.09333333,250,Daily,207.84,Ongoing,-,-,-,11414,18.209217,24,,8.66,0.210268,305,2.672157,0.681443,,,9,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,23.093333
"New Engagement Ad with recommended settings",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.66,Ongoing,-,-,-,28,23.571429,,,,,1,3.571429,0.66,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",35-44,female,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,4.67,Ongoing,-,-,-,31,150.645161,,,,,2,6.451613,2.335,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",35-44,male,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,5.08,Ongoing,-,-,-,198,25.656566,1,,5.08,0.505051,14,7.070707,0.362857,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",35-44,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.02,Ongoing,-,-,-,2,10,,,,,0,0,0,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",45-54,female,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.64,Ongoing,-,-,-,24,26.666667,,,,,1,4.166667,0.64,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",45-54,male,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,3.03,250,Daily,3.03,Ongoing,-,-,-,85,35.647059,1,,3.03,1.176471,9,10.588235,0.336667,,,1,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,3.03
"New Engagement Ad with recommended settings",45-54,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.01,Ongoing,-,-,-,1,10,,,,,0,0,0,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",55-64,female,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.01,Ongoing,-,-,-,2,5,,,,,1,50,0.01,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",55-64,male,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,1.33,Ongoing,-,-,-,34,39.117647,,,,,2,5.882353,0.665,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",55-64,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.01,Ongoing,-,-,-,1,10,,,,,0,0,0,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",65+,female,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.01,Ongoing,-,-,-,1,10,,,,,0,0,0,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",65+,male,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0.46,Ongoing,-,-,-,18,25.555556,,,,,1,5.555556,0.46,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Engagement Ad with recommended settings",65+,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,250,Daily,0,Ongoing,-,-,-,1,0,,,,,0,0,0,,,,120209696216450517,"Seeef 2024",120209696216440517,"Seeef 2024",120209696216430517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",18-24,female,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,0,0,24.65,90,Daily,98.6,Ongoing,-,-,-,2934,33.605999,6,,16.433333,0.204499,65,2.215406,1.516923,,,4,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,24.65
"الديكور والماكس",18-24,male,not_delivering,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,0,0,20.95,90,Daily,104.75,Ongoing,-,-,-,4356,24.047291,9,,11.638889,0.206612,84,1.928375,1.247024,,,5,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,20.95
"الديكور والماكس",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,0.37,Ongoing,-,-,-,17,21.764706,,,,,1,5.882353,0.37,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",25-34,female,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,24.25,Ongoing,-,-,-,673,36.032689,1,,24.25,0.148588,15,2.228826,1.616667,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",25-34,male,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,54.47,Ongoing,-,-,-,2214,24.602529,1,,54.47,0.045167,46,2.077687,1.18413,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,0.81,Ongoing,-,-,-,20,40.5,,,,,1,5,0.81,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",35-44,female,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,7.87,Ongoing,-,-,-,126,62.460317,,,,,8,6.349206,0.98375,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",35-44,male,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,11.5,90,Daily,11.5,Ongoing,-,-,-,355,32.394366,2,,5.75,0.56338,16,4.507042,0.71875,,,1,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,11.5
"الديكور والماكس",35-44,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,0.44,Ongoing,-,-,-,9,48.888889,,,,,0,0,0,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",45-54,female,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,0.21,Ongoing,-,-,-,4,52.5,,,,,0,0,0,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",45-54,male,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,2.75,Ongoing,-,-,-,39,70.512821,,,,,1,2.564103,2.75,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",45-54,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,0.14,Ongoing,-,-,-,1,140,,,,,1,100,0.14,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",55-64,male,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,0.38,Ongoing,-,-,-,10,38,,,,,1,10,0.38,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",65+,female,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,0.02,Ongoing,-,-,-,2,10,,,,,0,0,0,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"الديكور والماكس",65+,male,not_delivering,"7-day click or 1-day view",,,0,0,,90,Daily,0.19,Ongoing,-,-,-,10,19,,,,,1,10,0.19,,,,120209812111160517,"New Engagement Ad set with recommended settings",120209812111150517,"ديكور وماكس",120209812111140517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",18-24,female,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,0,0,11.9575,"Using campaign budget",0,47.83,2024-06-16,-,-,-,2479,19.29407,8,,5.97875,0.322711,44,1.774909,1.087045,,,4,120209873608160517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608010517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,11.9575
"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",18-24,male,not_delivering,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,0,0,9.042,"Using campaign budget",0,45.21,2024-06-16,-,-,-,3058,14.784173,16,,2.825625,0.523218,62,2.027469,0.729194,,,5,120209873608160517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608010517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,9.042
"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.93,2024-06-16,-,-,-,20,46.5,,,,,2,10,0.465,,,,120209873608160517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608010517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",25-34,female,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,11.68,"Using campaign budget",0,23.36,2024-06-16,-,-,-,875,26.697143,4,,5.84,0.457143,18,2.057143,1.297778,,,2,120209873608160517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608010517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,11.68
"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",25-34,male,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,0,0,12.3525,"Using campaign budget",0,49.41,2024-06-16,-,-,-,2304,21.445313,9,,5.49,0.390625,47,2.039931,1.051277,,,4,120209873608160517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608010517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,12.3525
"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.28,2024-06-16,-,-,-,14,20,,,,,0,0,0,,,,120209873608160517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608010517,"المنشور: ‏""‏30/6/2024 ده يوم مميز لكل المهندسين اللي هيبدأو...‏""‏",120209873608110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
